number,name,status
207,Rich Comparisons,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
205,Weak References,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
206,Python Advanced Library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
208,Reworking the Coercion Model,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
202,List Comprehensions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
203,Augmented Assignments,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
204,Range Literals,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
201,Lockstep Iteration,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
103,Collecting information about git,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
160,Python 1.6 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
200,Python 2.0 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
102,Doing Python Micro Releases,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
100,Python Unicode Integration,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
101,Doing Python Releases 101,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
20,The Zen of Python,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
42,Feature Requests,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
13,Python Language Governance,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
12,Sample reStructuredText PEP Template,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
11,CPython platform support,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
10,Voting Guidelines,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
7,Style Guide for C Code,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
8,Style Guide for Python Code,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
9,Sample Plaintext PEP Template,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
4,Deprecation of Standard Modules,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
6,Bug Fix Releases,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
2,Procedure for Adding New Modules,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
3,Guidelines for Handling Bug Reports,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
5,Guidelines for Language Evolution,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
